slug,nombre,url,descripcion
chateau-de-cheverny,"Château de Blois","chateau-royal-de-blois/index.php","Palacio real con cuatro estilos arquitectónicos y museos espectaculares."
chateau-de-cheverny,"Château de Chaumont-sur-Loire","chateau-de-chaumont-sur-loire/index.php","Famoso por su Festival Internacional de Jardines y vistas al Loira."
chateau-de-cheverny,"Château de Beauregard","chateau-de-beauregard/index.php","Conocido por su impresionante Galería de los 327 retratos históricos."
chateau-de-cheverny,"Château de Fougères-sur-Bièvre","chateau-de-fougeres-sur-bievre/index.php","Un castillo medieval más pequeño, auténtico y muy bien conservado."
chateau-royal-de-blois,"Château de Chambord","chateau-de-chambord/index.php","A solo 20 minutos; el mayor y más impresionante castillo renacentista del Valle del Loira."
chateau-royal-de-blois,"Château de Cheverny","chateau-de-cheverny/index.php","Famoso por su lujoso interior y su vínculo con Tintín y el Castillo de Moulinsart."
chateau-royal-de-blois,"Château de Beauregard","chateau-de-beauregard/index.php","Conocido por su Galería de los Retratos con más de 300 figuras históricas."
chateau-royal-de-blois,"Château de Chaumont-sur-Loire","chateau-de-chaumont-sur-loire/index.php","Celebra cada año el Festival Internacional de Jardines."
chateau-royal-de-blois,"Château de Talcy","chateau-de-talcy/index.php","Un castillo poético del Renacimiento francés, vinculado a Pierre de Ronsard."
chateau-de-beauregard,"Château de Chambord","chateau-de-chambord/index.php","A menos de 25 minutos; el castillo más grande y emblemático del Valle del Loira."
chateau-de-beauregard,"Château de Blois","chateau-royal-de-blois/index.php","Antigua residencia real con cuatro estilos arquitectónicos únicos."
chateau-de-beauregard,"Château de Cheverny","chateau-de-cheverny/index.php","Conocido por su refinado interior y su vinculación con Tintín."
chateau-de-beauregard,"Château de Chaumont-sur-Loire","chateau-de-chaumont-sur-loire/index.php","Famoso por el Festival Internacional de Jardines."
chateau-de-beauregard,"Château de Fougères-sur-Bièvre","chateau-de-fougeres-sur-bievre/index.php","Château medieval pequeño, auténtico y muy bien conservado."
chateau-royal-de-amboise,"Château du Clos Lucé","chateau-de-clos-luce/index.php","A solo 500 metros; última residencia de Leonardo da Vinci, con jardines y talleres interactivos."
chateau-royal-de-amboise,"Château de Chenonceau","chenonceau/index.php","A 20 minutos; el icónico castillo construido sobre el río Cher, uno de los más bellos de Francia."
chateau-royal-de-amboise,"Château de Chaumont-sur-Loire","chateau-de-chaumont-sur-loire/index.php","Conocido por su Festival Internacional de Jardines y vistas espectaculares al Loira."
chateau-royal-de-amboise,"Château de Montlouis-sur-Loire","montlouis-sur-loire/index.php","Castillo menos turístico, rodeado de viñedos del Loira y con un entorno muy tranquilo."
chateau-royal-de-amboise,"Forteresse Royale de Chinon","chateau-de-chinon/index.php","A 35 minutos; una fortaleza medieval impresionante con vistas al valle de la Vienne."
chateau-de-clos-luce,"Château Royal d’Amboise","chateau-royal-de-amboise/index.php","A solo 500 metros; vistas espectaculares al Loira y tumba de Leonardo da Vinci."
chateau-de-clos-luce,"Château de Chenonceau","chenonceau/index.php","A 25 minutos; el castillo más romántico del Loira, construido sobre el río Cher."
chateau-de-clos-luce,"Château de Chaumont-sur-Loire","chateau-de-chaumont-sur-loire/index.php","Famoso por su Festival Internacional de Jardines y su parque panorámico."
chateau-de-clos-luce,"Château de Montpoupon","montpoupon/index.php","Castillo menos turístico, con un interesante museo de la caza y caballería."
chateau-de-clos-luce,"Château de Chambord","chateau-de-chambord/index.php","A 45 minutos; el castillo más grande del Loira, símbolo del Renacimiento francés."
chateau-de-fougeres-sur-bievre,"Château de Cheverny","chateau-de-cheverny/index.php","A 15 minutos; elegante residencia con interiores suntuosos y jardines simétricos."
chateau-de-fougeres-sur-bievre,"Château de Blois","chateau-royal-de-blois/index.php","A 20 minutos; palacio renacentista con historia real y museos."
chateau-de-fougeres-sur-bievre,"Château de Chambord","chateau-de-chambord/index.php","A 25 minutos; el castillo más grande del Loira, símbolo del Renacimiento francés."
chateau-de-fougeres-sur-bievre,"Château de Chaumont-sur-Loire","chateau-de-chaumont-sur-loire/index.php","A 30 minutos; famoso por el Festival Internacional de Jardines."
chateau-de-fougeres-sur-bievre,"Château de Beauregard","chateau-de-beauregard/index.php","A 20 minutos; destaca por su Galería de los 327 retratos históricos."
chateau-de-villandry,"Château de Villandry","chateau-de-villandry/index.php","En el propio recinto; célebre por sus jardines renacentistas, considerados entre los más bellos del Valle del Loira."
chateau-de-villandry,"Château d’Azay-le-Rideau","chateau-d-azay-le-rideau/index.php","A 15 minutos; elegante castillo reflejado en el río Indre, joya del Renacimiento francés."
chateau-de-villandry,"Château de Langeais","chateau-de-langeais/index.php","A 20 minutos; fortaleza medieval y residencia real con vistas al Loira."
chateau-de-villandry,"Château de Villandry (jardines)","chateau-de-villandry/index.php#jardines","En el propio recinto; famosos jardines geométricos renacentistas, Patrimonio paisajístico del Loira."
;chateau-de-villandry,"Château de Tours","chateau-de-tours/index.php","A 25 minutos; castillo urbano y punto clave para exposiciones y rutas culturales."
localidad-nantes,"Château des Ducs de Bretagne","chateau-des-ducs-de-bretagne/index.php","En el centro histórico; antigua residencia de los duques de Bretaña y museo de historia de Nantes."
localidad-nantes,"Château de Clisson","chateau-de-clisson/index.php","A 35 minutos; castillo medieval de estilo italiano en un entorno pintoresco."
localidad-nantes,"Château de Goulaine","chateau-de-goulaine/index.php","A 20 minutos; uno de los castillos más antiguos del Loira, rodeado de viñedos."
localidad-nantes,"Château de Tiffauges","chateau-de-tiffauges/index.php","A 50 minutos; fortaleza medieval ligada a Gilles de Rais, con espectáculos históricos."
localidad-nantes,"Château d’Oudon","chateau-d-oudon/index.php","A 35 minutos; torre medieval con vistas panorámicas sobre el Loira."
localidad-saumur,"Château de Saumur","chateau-de-saumur/index.php","En la ciudad; castillo-palacio con vistas al Loira y museos en su interior."
localidad-saumur,"Château de Montreuil-Bellay","chateau-de-montreuil-bellay/index.php","A 15 minutos; impresionante fortaleza medieval con bodegas subterráneas."
localidad-saumur,"Château de Brézé","chateau-de-breze/index.php","A 20 minutos; famoso por su red de galerías subterráneas únicas en Europa."
localidad-saumur,"Château de Montsoreau","chateau-de-montsoreau/index.php","A 15 minutos; castillo renacentista junto al Loira y museo de arte contemporáneo."
localidad-saumur,"Château de Brissac","chateau-de-brissac/index.php","A 40 minutos; el castillo más alto de Francia, rodeado de viñedos."
localidad-tours,"Château de Villandry","chateau-de-villandry/index.php","A 20 minutos; célebre por sus jardines renacentistas geométricos."
localidad-tours,"Château d’Azay-le-Rideau","chateau-d-azay-le-rideau/index.php","A 25 minutos; joya del Renacimiento francés rodeada de agua."
localidad-tours,"Château de Langeais","chateau-de-langeais/index.php","A 30 minutos; castillo medieval y renacentista con interiores amueblados."
localidad-tours,"Château de Chenonceau","chenonceau/index.php","A 40 minutos; icónico castillo sobre el río Cher, uno de los más visitados del Loira."
localidad-tours,"Château de Ussé","chateau-d-ussegl/index.php","A 45 minutos; conocido como el castillo que inspiró La Bella Durmiente."
localidad-blois,"Château Royal de Blois","chateau-royal-de-blois/index.php","En el centro; residencia real con cuatro estilos arquitectónicos diferentes."
localidad-blois,"Château de Chambord","chateau-de-chambord/index.php","A 20 minutos; el castillo más grande del Loira y obra maestra del Renacimiento."
localidad-blois,"Château de Cheverny","chateau-de-cheverny/index.php","A 25 minutos; famoso por su interior perfectamente conservado."
localidad-blois,"Château de Beauregard","chateau-de-beauregard/index.php","A 20 minutos; conocido por su galería de retratos históricos."
localidad-blois,"Château de Talcy","chateau-de-talcy/index.php","A 30 minutos; castillo renacentista ligado a la poesía francesa."
localidad-chinon,"Forteresse Royale de Chinon","forteresse-de-chinon/index.php","En la ciudad; castillo medieval ligado a Juana de Arco."
localidad-chinon,"Château d’Ussé","chateau-d-ussegl/index.php","A 30 minutos; castillo de cuento de hadas sobre el valle del Indre."
localidad-chinon,"Château de Montsoreau","chateau-de-montsoreau/index.php","A 25 minutos; castillo a orillas del Loira con museo contemporáneo."
localidad-chinon,"Château de Rigny-Ussé","chateau-de-rigny-ussegl/index.php","A 35 minutos; elegante castillo renacentista rodeado de jardines."
localidad-chinon,"Château du Rivau","chateau-du-rivau/index.php","A 40 minutos; castillo medieval famoso por sus jardines temáticos."
localidad-amboise,"Château du Clos Lucé","chateau-de-clos-luce/index.php","A solo 500 metros; última residencia de Leonardo da Vinci, con jardines y talleres interactivos."
localidad-amboise,"Château de Chenonceau","chenonceau/index.php","A 20 minutos; el icónico castillo construido sobre el río Cher, uno de los más bellos de Francia."
localidad-amboise,"Château de Chaumont-sur-Loire","chateau-de-chaumont-sur-loire/index.php","A 30 minutos; famoso por su Festival Internacional de Jardines y vistas espectaculares al Loira."
localidad-amboise,"Château de Montpoupon","montpoupon/index.php","A 35 minutos; castillo renacentista con museo de caza y naturaleza."
localidad-amboise,"Château de Villandry","chateau-de-villandry/index.php","A 45 minutos; célebre por sus jardines renacentistas geométricos."
localidad-orleans,"Château de Meung-sur-Loire","chateau-de-meung-sur-loire/index.php","A 20 minutos; castillo medieval y renacentista junto al Loira."
localidad-orleans,"Château de Beaugency","chateau-de-beaugency/index.php","A 30 minutos; castillo histórico con exposiciones culturales."
localidad-orleans,"Château de Sully-sur-Loire","chateau-de-sully-sur-loire/index.php","A 45 minutos; fortaleza medieval a la entrada del Valle del Loira."
localidad-orleans,"Château de La Ferté-Saint-Aubin","chateau-de-la-ferte-saint-aubin/index.php","A 30 minutos; castillo rodeado de bosques y actividades familiares."
localidad-orleans,"Château de Chamerolles","chateau-de-chamerolles/index.php","A 35 minutos; castillo renacentista con museo de perfumes."
chateau-d-azay-le-rideau,"Château d’Azay-le-Rideau","chateau-d-azay-le-rideau/index.php","En el propio recinto; joya del Renacimiento francés, elegantemente reflejado en el río Indre."
chateau-d-azay-le-rideau,"Château de Villandry","chateau-de-villandry/index.php","A 15 minutos; célebre por sus jardines renacentistas, considerados entre los más bellos del Valle del Loira."
chateau-d-azay-le-rideau,"Château de Langeais","chateau-de-langeais/index.php","A 20 minutos; fortaleza medieval y residencia real con vistas al Loira."
;chateau-d-azay-le-rideau,"Château de Tours","chateau-de-tours/index.php","A 25 minutos; castillo urbano y punto clave para exposiciones y rutas culturales."
chateau-d-azay-le-rideau,"Château de Chinon","chateau-de-chinon/index.php","A 35 minutos; fortaleza medieval con historia real y vistas panorámicas sobre el río Vienne."
chateau-d-azay-le-rideau,"Château de Saumur","chateau-de-saumur/index.php","A 45 minutos; castillo emblemático con museo de caballería y espectaculares vistas al Loira."
chateau-d-azay-le-rideau,"Château de Bourgueil","chateau-de-bourgueil/index.php","A 30 minutos; castillo menos conocido, ideal para disfrutar de viñedos y tranquilidad."
chateau-d-azay-le-rideau,"Château de Montsoreau","chateau-de-montsoreau/index.php","A 40 minutos; único castillo renacentista construido en el río, combina historia y arte moderno."
chateau-d-azay-le-rideau,"Château d’Ussé","chateau-d-usse/index.php","A 50 minutos; inspiración de los cuentos de hadas, con torres de cuento y jardines ornamentales."
;chateau-d-azay-le-rideau,"Château de Langeais (jardines)","chateau-de-langeais/jardines.php","En el propio recinto; jardines formales y huertos históricos complementan la fortaleza medieval."
chateau-de-langeais,"Château de Langeais","chateau-de-langeais/index.php","En el propio recinto; fortaleza medieval con torres, murallas y ricos interiores renacentistas."
chateau-de-langeais,"Château de Villandry","chateau-de-villandry/index.php","A 20 minutos; célebre por sus jardines renacentistas, considerados entre los más bellos del Valle del Loira."
chateau-de-langeais,"Château d’Azay-le-Rideau","chateau-d-azay-le-rideau/index.php","A 20 minutos; elegante castillo reflejado en el río Indre, joya del Renacimiento francés."
;chateau-de-langeais,"Château de Tours","chateau-de-tours/index.php","A 25 minutos; castillo urbano y punto clave para exposiciones y rutas culturales."
;chateau-de-langeais,"Château de Chinon","chateau-de-chinon/index.php","A 35 minutos; fortaleza medieval con historia real y vistas panorámicas sobre el río Vienne."
;chateau-de-langeais,"Château de Montsoreau","chateau-de-montsoreau/index.php","A 40 minutos; único castillo renacentista construido en el río, combina historia y arte moderno."
chateau-de-villandry,"Château de Saumur","chateau-de-saumur/index.php","A 45 minutos; castillo emblemático con museo de caballería y vistas al río Loira."
chateau-de-villandry,"Château de Montsoreau","chateau-de-montsoreau/index.php","A 50 minutos; único castillo renacentista construido sobre el río, combina historia y arte moderno."
chateau-de-villandry,"Château d’Ussé","chateau-d-usse/index.php","A 35 minutos; inspiración de los cuentos de hadas, con torres románticas y jardines ornamentales."
chateau-de-villandry,"Château de Chinon","chateau-de-chinon/index.php","A 40 minutos; fortaleza medieval con historia real y vistas panorámicas sobre el río Vienne."
chateau-de-villandry,"Château de Langeais (jardines)","chateau-de-langeais/jardines.php","A 20 minutos; jardines formales y huertos históricos que complementan la fortaleza medieval."
chateau-de-villandry,"Château de Tours","chateau-de-tours/index.php","A 25 minutos; castillo urbano y punto clave para exposiciones y rutas culturales."
chateau-d-usse,"Château de Villandry","chateau-de-villandry/index.php","A 35 minutos; célebre por sus jardines renacentistas, considerados entre los más bellos del Valle del Loira."
chateau-d-usse,"Château d’Azay-le-Rideau","chateau-d-azay-le-rideau/index.php","A 40 minutos; elegante castillo reflejado en el río Indre, joya del Renacimiento francés."
chateau-d-usse,"Château de Langeais","chateau-de-langeais/index.php","A 50 minutos; fortaleza medieval y residencia real con vistas al Loira."
chateau-d-usse,"Château de Saumur","chateau-de-saumur/index.php","A 55 minutos; castillo emblemático con museo de caballería y espectaculares vistas al Loira."
;chateau-d-usse,"Château de Chinon","chateau-de-chinon/index.php","A 60 minutos; fortaleza medieval con historia real y vistas panorámicas sobre el río Vienne."
;chateau-d-usse,"Château de Montsoreau","chateau-de-montsoreau/index.php","A 65 minutos; único castillo renacentista construido sobre el río, combina historia y arte moderno."
